text	category	star_rating	sentiment	template	action
The latest weekly digest from an online-only outlet set a new standard for the genre.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	set a new standard for the genre
The hotel room at a countryside B&B in Tuscany was nothing special. It did the job but nothing stood out.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	was nothing special
As a professional in the field, I think this newspaper was forgettable but not terrible.	Media & Publishing	3	neutral	As a {reader_type}, I think this {media_type} {action}.	was forgettable but not terrible
I picked up newsletter by a well-known columnist and it offered fresh and insightful content.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	offered fresh and insightful content
During our stay, the customer service was nothing special. Might work for a short stay.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was nothing special
We booked a mid-range option after comparing prices and the hotel room was acceptable but unremarkable.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was acceptable but unremarkable
The flight experience at a countryside B&B in Tuscany exceeded all my expectations. I would come back in a heartbeat.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	exceeded all my expectations
I subscribed for the global economics coverage and the online journal kept me hooked from start to finish.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	kept me hooked from start to finish
After reading the newsletter on global economics, I found it covered the basics adequately. Some sections were stronger than others.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	covered the basics adequately
The quarterly review set a new standard for the genre. The illustrations and layout were top-notch.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	set a new standard for the genre
The latest digital edition from a university publisher had zero editorial quality.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	had zero editorial quality
As a regular subscriber, I think this weekly digest was misleading and full of bias.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was misleading and full of bias
The flight experience at a seaside resort in Bali met basic expectations. It did the job but nothing stood out.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	met basic expectations
I visited an all-inclusive in Cancun and the beach access was overpriced and underwhelming.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	was overpriced and underwhelming
During our stay, the beach access fell far below expectations. I would not recommend this to anyone.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	fell far below expectations
During our stay, the hotel room felt like a dream come true. Great for couples looking for a getaway.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	felt like a dream come true
For anyone interested in climate change, this special report provided real depth and nuance.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	provided real depth and nuance
The podcast transcript felt lazy and poorly researched. There was nothing in it I had not read before.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	felt lazy and poorly researched
Overall the tour guide was beautifully organized. The most expensive package but it was not worth it.	Travel & Vacation	5	positive	Overall the {aspect} {action}. {qualifier}.	was beautifully organized
I visited a cruise ship in the Caribbean and the beach access felt like a dream come true.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	felt like a dream come true
Overall the room service left us stranded without help. A mid-range option after comparing prices.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	left us stranded without help
The customer service at a seaside resort in Bali was dirty and poorly maintained. We could hear noise all night long.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	was dirty and poorly maintained
As a long-time fan of the genre, I think this online journal was a standard read with no surprises.	Media & Publishing	3	neutral	As a {reader_type}, I think this {media_type} {action}.	was a standard read with no surprises
During our stay, the flight experience left us stranded without help. I wish I had read the bad reviews first.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	left us stranded without help
Compared to other places, the customer service here fell far below expectations. Skip this one and try somewhere else.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	fell far below expectations
Compared to other places, the room service here was a truly memorable experience. There are comparable options in the area.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was a truly memorable experience
The editorial quality of the newsletter was riddled with errors and typos. A must-read for anyone in the field.	Media & Publishing	2	negative	The editorial quality of the {media_type} {action}. {recommendation}.	was riddled with errors and typos
The editorial quality of the online journal was an engaging and captivating read. Perfect for a long flight or commute.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was an engaging and captivating read
For anyone interested in modern politics, this weekly digest had zero editorial quality.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	had zero editorial quality
Overall the pool area fell far below expectations. The cheapest option and it showed.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	fell far below expectations
I subscribed for the technology trends coverage and the weekly digest had zero editorial quality.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	had zero editorial quality
After reading the digital edition on health and wellness, I found it provided real depth and nuance. It changed the way I think about the subject.	Media & Publishing	4	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	provided real depth and nuance
The digital edition was clickbait with no real substance. The price-to-value ratio is fair.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	was clickbait with no real substance
This digital edition about climate change neither impressed nor disappointed me. Read it if you have nothing else on your list.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	neither impressed nor disappointed me
The spa treatment was a truly memorable experience. I would come back in a heartbeat.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	was a truly memorable experience
The editorial quality of the newspaper offered fresh and insightful content. Take it or leave it.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	offered fresh and insightful content
For a romantic trip, the pool area ruined the entire vacation.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	ruined the entire vacation
The online journal had some interesting parts but dragged. Some sections were stronger than others.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	had some interesting parts but dragged
This magazine about space exploration was misleading and full of bias. I have already recommended it to friends.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	was misleading and full of bias
I picked up anthology by a well-known columnist and it was a standout piece of journalism.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	was a standout piece of journalism
The quarterly review was clickbait with no real substance. There was nothing in it I had not read before.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was clickbait with no real substance
The newspaper covered the basics adequately. It covered familiar ground competently.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	covered the basics adequately
After reading the special report on climate change, I found it offered fresh and insightful content. I learned a lot from the featured interviews.	Media & Publishing	4	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	offered fresh and insightful content
For a budget trip, the customer service met basic expectations.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	met basic expectations
As a long-time fan of the genre, I think this quarterly review neither impressed nor disappointed me.	Media & Publishing	3	neutral	As a {reader_type}, I think this {media_type} {action}.	neither impressed nor disappointed me
We booked whatever was available on short notice and the beach access was decent for the price.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was decent for the price
For anyone interested in modern politics, this anthology had zero editorial quality.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	had zero editorial quality
After two weeks at a boutique hotel in Paris, I can say the pool area was a complete disappointment.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	was a complete disappointment
The spa treatment felt like a dream come true. There were both highs and lows during our stay.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	felt like a dream come true
The editorial quality of the anthology was an engaging and captivating read. It depends on your level of interest in the topic.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was an engaging and captivating read
We booked a last-minute deal online and the beach access was beautifully organized.	Travel & Vacation	5	positive	We booked {qualifier} and the {aspect} {action}.	was beautifully organized
Overall the room service left us stranded without help. The cheapest option and it showed.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	left us stranded without help
As a regular subscriber, I think this newsletter provided real depth and nuance.	Media & Publishing	4	positive	As a {reader_type}, I think this {media_type} {action}.	provided real depth and nuance
The newspaper wasted my time completely. I could not get past the first chapter.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	wasted my time completely
Overall the flight experience was a complete disappointment. What was marketed as luxury but clearly was not.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	was a complete disappointment
We booked whatever was available on short notice and the spa treatment was overpriced and underwhelming.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	was overpriced and underwhelming
Overall the beach access fell far below expectations. The cheapest option and it showed.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	fell far below expectations
I visited a safari camp in Kenya and the check-in process was overpriced and underwhelming.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	was overpriced and underwhelming
Overall the hotel room was a truly memorable experience. Through a trusted travel agent.	Travel & Vacation	5	positive	Overall the {aspect} {action}. {qualifier}.	was a truly memorable experience
The editorial quality of the quarterly review was the worst publication I have read. Not worth the subscription price.	Media & Publishing	1	negative	The editorial quality of the {media_type} {action}. {recommendation}.	was the worst publication I have read
We booked whatever was available on short notice and the room service met basic expectations.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	met basic expectations
For a solo trip, the check-in process was the worst I have ever seen.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	was the worst I have ever seen
The latest magazine from an online-only outlet was misleading and full of bias.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	was misleading and full of bias
As a casual reader, I think this weekly digest felt lazy and poorly researched.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	felt lazy and poorly researched
The digital edition had zero editorial quality. The price-to-value ratio is fair.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	had zero editorial quality
The tour guide at a boutique hotel in Paris ruined the entire vacation. There were several issues during our stay.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	ruined the entire vacation
The special report was the worst publication I have read. It read like an advertisement rather than journalism.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was the worst publication I have read
The flight experience made the whole trip worthwhile, which really shaped our family experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	made the whole trip worthwhile
The newspaper felt lazy and poorly researched. There are much better alternatives available.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	felt lazy and poorly researched
As a professional in the field, I think this newsletter set a new standard for the genre.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	set a new standard for the genre
I visited an all-inclusive in Cancun and the spa treatment was acceptable but unremarkable.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was acceptable but unremarkable
Compared to other places, the breakfast buffet here made the whole trip worthwhile. Already planning our next visit.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	made the whole trip worthwhile
As a regular subscriber, I think this weekly digest was misleading and full of bias.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was misleading and full of bias
The newsletter wasted my time completely. Every paragraph added something new.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	wasted my time completely
As a casual reader, I think this weekly digest provided real depth and nuance.	Media & Publishing	4	positive	As a {reader_type}, I think this {media_type} {action}.	provided real depth and nuance
The online journal provided real depth and nuance. I learned a lot from the featured interviews.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	provided real depth and nuance
I subscribed for the technology trends coverage and the quarterly review was misleading and full of bias.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was misleading and full of bias
Overall the flight experience was acceptable but unremarkable. A mid-range option after comparing prices.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was acceptable but unremarkable
I subscribed for the cultural history coverage and the online journal covered the basics adequately.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	covered the basics adequately
I subscribed for the cultural history coverage and the newsletter neither impressed nor disappointed me.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	neither impressed nor disappointed me
For anyone interested in technology trends, this magazine provided real depth and nuance.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	provided real depth and nuance
During our stay, the beach access met basic expectations. Might work for a short stay.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	met basic expectations
The editorial quality of the quarterly review was an engaging and captivating read. I have already recommended it to friends.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was an engaging and captivating read
After reading the newspaper on technology trends, I found it neither impressed nor disappointed me. The writing was serviceable but not memorable.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	neither impressed nor disappointed me
Overall the resort amenities ruined the entire vacation. A last-minute deal online.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	ruined the entire vacation
The room service felt like a dream come true, which really shaped our family experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	felt like a dream come true
The newsletter wasted my time completely. It fills a gap in the market.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	wasted my time completely
The editorial quality of the anthology kept me hooked from start to finish. It depends on your level of interest in the topic.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	kept me hooked from start to finish
The editorial quality of the online journal was a standout piece of journalism. Worth subscribing just for this.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was a standout piece of journalism
The spa treatment was a complete disappointment, which really shaped our adventure experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was a complete disappointment
The spa treatment at a countryside B&B in Tuscany was the worst I have ever seen. The whole place felt neglected.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	was the worst I have ever seen
The breakfast buffet was overpriced and underwhelming, which really shaped our family experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was overpriced and underwhelming
For anyone interested in modern politics, this special report offered fresh and insightful content.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	offered fresh and insightful content
I visited an all-inclusive in Cancun and the resort amenities ruined the entire vacation.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	ruined the entire vacation
The resort amenities at a boutique hotel in Paris was overpriced and underwhelming. It was not worth the money at all.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	was overpriced and underwhelming
Compared to other places, the hotel room here provided outstanding service. Highly recommend for families.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	provided outstanding service
I subscribed for the space exploration coverage and the quarterly review was a standard read with no surprises.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	was a standard read with no surprises
For a romantic trip, the hotel room was a complete disappointment.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	was a complete disappointment
For a budget trip, the beach access felt like a dream come true.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	felt like a dream come true
The editorial quality of the online journal was forgettable but not terrible. It depends on your level of interest in the topic.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	was forgettable but not terrible
I subscribed for the cultural history coverage and the newspaper was forgettable but not terrible.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	was forgettable but not terrible
After reading the weekly digest on climate change, I found it had some interesting parts but dragged. The writing was serviceable but not memorable.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	had some interesting parts but dragged
I subscribed for the space exploration coverage and the weekly digest delivered exceptional storytelling.	Media & Publishing	4	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	delivered exceptional storytelling
I subscribed for the space exploration coverage and the newsletter set a new standard for the genre.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	set a new standard for the genre
The resort amenities was spotless and well-maintained, which really shaped our romantic experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was spotless and well-maintained
For anyone interested in climate change, this newsletter was beautifully written and polished.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	was beautifully written and polished
Compared to other places, the check-in process here was acceptable but unremarkable. Fine if you manage your expectations.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was acceptable but unremarkable
For anyone interested in artificial intelligence, this digital edition wasted my time completely.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	wasted my time completely
We booked the top-rated option on the site and the airport transfer exceeded all my expectations.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	exceeded all my expectations
I subscribed for the cultural history coverage and the newsletter covered the basics adequately.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	covered the basics adequately
The room service at a city hotel in Tokyo was dirty and poorly maintained. The photos online were misleading.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	was dirty and poorly maintained
For anyone interested in climate change, this weekly digest kept me hooked from start to finish.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	kept me hooked from start to finish
We booked through a trusted travel agent and the pool area felt like a dream come true.	Travel & Vacation	5	positive	We booked {qualifier} and the {aspect} {action}.	felt like a dream come true
The tour guide was absolutely wonderful, which really shaped our solo experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was absolutely wonderful
The flight experience at a safari camp in Kenya was average overall. It did the job but nothing stood out.	Travel & Vacation	3	neutral	The {aspect} at {location} {action}. {detail}.	was average overall
After reading the newspaper on climate change, I found it set a new standard for the genre. It changed the way I think about the subject.	Media & Publishing	5	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	set a new standard for the genre
I visited a city hotel in Tokyo and the breakfast buffet was beautifully organized.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
The editorial quality of the anthology set a new standard for the genre. A must-read for anyone in the field.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	set a new standard for the genre
I visited an all-inclusive in Cancun and the breakfast buffet was a truly memorable experience.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	was a truly memorable experience
The latest newspaper from an indie press covered the basics adequately.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	covered the basics adequately
After reading the weekly digest on global economics, I found it felt lazy and poorly researched. There was nothing in it I had not read before.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	felt lazy and poorly researched
The airport transfer ruined the entire vacation. There were several issues during our stay.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	ruined the entire vacation
I visited an all-inclusive in Cancun and the pool area was beautifully organized.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
For a business trip, the pool area was overpriced and underwhelming.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	was overpriced and underwhelming
During our stay, the check-in process was overpriced and underwhelming. Only book this if you have no other options.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	was overpriced and underwhelming
The latest quarterly review from an indie press kept me hooked from start to finish.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	kept me hooked from start to finish
For anyone interested in modern politics, this online journal was a standout piece of journalism.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	was a standout piece of journalism
As a long-time fan of the genre, I think this newspaper kept me hooked from start to finish.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	kept me hooked from start to finish
I visited a cruise ship in the Caribbean and the beach access fell far below expectations.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	fell far below expectations
Compared to other places, the check-in process here exceeded all my expectations. I tell everyone about this place.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	exceeded all my expectations
After reading the magazine on climate change, I found it provided real depth and nuance. It changed the way I think about the subject.	Media & Publishing	4	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	provided real depth and nuance
As a long-time fan of the genre, I think this anthology felt lazy and poorly researched.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	felt lazy and poorly researched
The weekly digest covered the basics adequately. The price-to-value ratio is fair.	Media & Publishing	3	neutral	The {media_type} {action}. {qualifier}.	covered the basics adequately
The quarterly review was clickbait with no real substance. It read like an advertisement rather than journalism.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was clickbait with no real substance
The pool area fell far below expectations. It was not worth the money at all.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	fell far below expectations
For a adventure trip, the airport transfer was the worst I have ever seen.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	was the worst I have ever seen
The quarterly review had zero editorial quality. Fact-checking seemed to be an afterthought.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	had zero editorial quality
For a budget trip, the beach access was average overall.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	was average overall
As a regular subscriber, I think this online journal was forgettable but not terrible.	Media & Publishing	3	neutral	As a {reader_type}, I think this {media_type} {action}.	was forgettable but not terrible
The quarterly review covered the basics adequately. It fills a gap in the market.	Media & Publishing	3	neutral	The {media_type} {action}. {qualifier}.	covered the basics adequately
For anyone interested in climate change, this online journal felt lazy and poorly researched.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	felt lazy and poorly researched
For anyone interested in technology trends, this newspaper was a standard read with no surprises.	Media & Publishing	3	neutral	For anyone interested in {topic}, this {media_type} {action}.	was a standard read with no surprises
For a solo trip, the customer service was the worst I have ever seen.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	was the worst I have ever seen
I visited a mountain lodge in the Alps and the hotel room was spotless and well-maintained.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	was spotless and well-maintained
The breakfast buffet at an all-inclusive in Cancun was spotless and well-maintained. Everything was exactly as advertised.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	was spotless and well-maintained
The breakfast buffet was overpriced and underwhelming. Some things were good and others less so.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	was overpriced and underwhelming
The newspaper was the worst publication I have read. Some sections were stronger than others.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was the worst publication I have read
The beach access at a countryside B&B in Tuscany left us stranded without help. The whole place felt neglected.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	left us stranded without help
Compared to other places, the customer service here ruined the entire vacation. Save your money and look elsewhere.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	ruined the entire vacation
I picked up anthology by the editorial board and it delivered exceptional storytelling.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	delivered exceptional storytelling
I picked up anthology by an independent journalist and it covered the basics adequately.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	covered the basics adequately
The beach access ruined the entire vacation. It was not worth the money at all.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	ruined the entire vacation
The latest quarterly review from an indie press was misleading and full of bias.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was misleading and full of bias
I subscribed for the global economics coverage and the quarterly review was the worst publication I have read.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was the worst publication I have read
For anyone interested in health and wellness, this magazine provided real depth and nuance.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	provided real depth and nuance
The latest newspaper from a well-established media group kept me hooked from start to finish.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	kept me hooked from start to finish
As a regular subscriber, I think this weekly digest was the worst publication I have read.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	was the worst publication I have read
I visited a city hotel in Tokyo and the flight experience was spotless and well-maintained.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was spotless and well-maintained
I picked up podcast transcript by an independent journalist and it delivered exceptional storytelling.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	delivered exceptional storytelling
The check-in process was acceptable but unremarkable, which really shaped our family experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	was acceptable but unremarkable
We booked what was marketed as luxury but clearly was not and the pool area was spotless and well-maintained.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	was spotless and well-maintained
For a budget trip, the resort amenities met basic expectations.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	met basic expectations
For a family trip, the beach access provided outstanding service.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	provided outstanding service
I subscribed for the technology trends coverage and the newsletter was an engaging and captivating read.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was an engaging and captivating read
This newspaper about modern politics had some interesting parts but dragged. Take it or leave it.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	had some interesting parts but dragged
I subscribed for the health and wellness coverage and the special report was beautifully written and polished.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was beautifully written and polished
I picked up weekly digest by a team of investigators and it set a new standard for the genre.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	set a new standard for the genre
The check-in process at a mountain lodge in the Alps was absolutely wonderful. I would come back in a heartbeat.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	was absolutely wonderful
We booked a last-minute deal online and the room service met basic expectations.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	met basic expectations
For anyone interested in climate change, this digital edition offered fresh and insightful content.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	offered fresh and insightful content
The spa treatment left us stranded without help, which really shaped our romantic experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	left us stranded without help
Overall the spa treatment ruined the entire vacation. The most expensive package but it was not worth it.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	ruined the entire vacation
The editorial quality of the digital edition was the worst publication I have read. Read it if you have nothing else on your list.	Media & Publishing	1	negative	The editorial quality of the {media_type} {action}. {recommendation}.	was the worst publication I have read
This newspaper about cultural history covered the basics adequately. Take it or leave it.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	covered the basics adequately
We booked the top-rated option on the site and the pool area was a complete disappointment.	Travel & Vacation	1	negative	We booked {qualifier} and the {aspect} {action}.	was a complete disappointment
During our stay, the resort amenities met basic expectations. There are comparable options in the area.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	met basic expectations
Compared to other places, the pool area here fell far below expectations. I would not recommend this to anyone.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	fell far below expectations
During our stay, the resort amenities was a complete disappointment. Save your money and look elsewhere.	Travel & Vacation	1	negative	During our stay, the {aspect} {action}. {recommendation}.	was a complete disappointment
The check-in process was a complete disappointment. Everything was exactly as advertised.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	was a complete disappointment
We booked a premium package and it was worth it and the resort amenities fell far below expectations.	Travel & Vacation	1	negative	We booked {qualifier} and the {aspect} {action}.	fell far below expectations
During our stay, the pool area was dirty and poorly maintained. Save your money and look elsewhere.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	was dirty and poorly maintained
This digital edition about modern politics covered the basics adequately. It depends on your level of interest in the topic.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	covered the basics adequately
The latest weekly digest from an indie press covered the basics adequately.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	covered the basics adequately
