text	category	star_rating	sentiment	template	action
After reading the special report on space exploration, I found it was riddled with errors and typos. Every paragraph added something new.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was riddled with errors and typos
After reading the newspaper on space exploration, I found it was the worst publication I have read. Fact-checking seemed to be an afterthought.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was the worst publication I have read
The newsletter was misleading and full of bias. Seasoned readers will find it painfully lacking.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	was misleading and full of bias
The editorial quality of the podcast transcript was misleading and full of bias. Decent enough to skim on a lazy afternoon.	Media & Publishing	2	negative	The editorial quality of the {media_type} {action}. {recommendation}.	was misleading and full of bias
The flight experience met basic expectations, which really shaped our family experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	met basic expectations
During our stay, the flight experience was spotless and well-maintained. Great for couples looking for a getaway.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	was spotless and well-maintained
We booked a package deal for our anniversary and it delivered and the beach access ruined the entire vacation.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	ruined the entire vacation
During our stay, the check-in process was beautifully organized. Worth every penny for the experience.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	was beautifully organized
After two weeks at a cruise ship in the Caribbean, I can say the beach access left us stranded without help.	Travel & Vacation	2	negative	After {duration} at {location}, I can say the {aspect} {action}.	left us stranded without help
After five nights at a countryside B&B in Tuscany, I can say the breakfast buffet met basic expectations.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	met basic expectations
I visited a seaside resort in Bali and the customer service was nothing special.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was nothing special
The pool area left us stranded without help. Some things were good and others less so.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	left us stranded without help
As a regular subscriber, I think this newsletter offered fresh and insightful content.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	offered fresh and insightful content
Compared to other places, the resort amenities here was overpriced and underwhelming. It depends on what you are looking for.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was overpriced and underwhelming
After reading the digital edition on technology trends, I found it set a new standard for the genre. It had a few interesting points buried in filler.	Media & Publishing	4	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	set a new standard for the genre
Overall the pool area felt like a dream come true. A premium package and it was worth it.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	felt like a dream come true
We booked whatever was available on short notice and the customer service exceeded all my expectations.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	exceeded all my expectations
After two weeks at an all-inclusive in Cancun, I can say the pool area was overpriced and underwhelming.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	was overpriced and underwhelming
The beach access fell far below expectations. It was not worth the money at all.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	fell far below expectations
For a romantic trip, the pool area was spotless and well-maintained.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	was spotless and well-maintained
After reading the podcast transcript on artificial intelligence, I found it had zero editorial quality. I could not get past the first chapter.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	had zero editorial quality
After reading the digital edition on cultural history, I found it was misleading and full of bias. The writing quality was surprisingly poor.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was misleading and full of bias
For a romantic trip, the airport transfer exceeded all my expectations.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	exceeded all my expectations
I visited a cruise ship in the Caribbean and the airport transfer was a complete disappointment.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	was a complete disappointment
After a weekend at an all-inclusive in Cancun, I can say the hotel room was dirty and poorly maintained.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	was dirty and poorly maintained
Compared to other places, the breakfast buffet here exceeded all my expectations. There are comparable options in the area.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	exceeded all my expectations
Compared to other places, the resort amenities here was the worst I have ever seen. Only book this if you have no other options.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was the worst I have ever seen
Compared to other places, the pool area here met basic expectations. There are comparable options in the area.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	met basic expectations
I visited a cruise ship in the Caribbean and the flight experience exceeded all my expectations.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	exceeded all my expectations
The digital edition was riddled with errors and typos. It is overpriced for what you actually get.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	was riddled with errors and typos
After reading the digital edition on global economics, I found it was a standard read with no surprises. Some sections were stronger than others.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was a standard read with no surprises
After reading the digital edition on technology trends, I found it wasted my time completely. It covered familiar ground competently.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	wasted my time completely
For anyone interested in artificial intelligence, this special report was beautifully written and polished.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	was beautifully written and polished
During our stay, the check-in process made the whole trip worthwhile. Only book this if you have no other options.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	made the whole trip worthwhile
As a first-time buyer, I think this anthology set a new standard for the genre.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	set a new standard for the genre
I subscribed for the technology trends coverage and the online journal was beautifully written and polished.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was beautifully written and polished
I subscribed for the health and wellness coverage and the podcast transcript wasted my time completely.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	wasted my time completely
I visited a cruise ship in the Caribbean and the hotel room was a truly memorable experience.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was a truly memorable experience
I visited a cruise ship in the Caribbean and the room service met basic expectations.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	met basic expectations
The flight experience was acceptable but unremarkable. Some things were good and others less so.	Travel & Vacation	3	neutral	The {aspect} {action}. {detail}.	was acceptable but unremarkable
For anyone interested in global economics, this podcast transcript covered the basics adequately.	Media & Publishing	3	neutral	For anyone interested in {topic}, this {media_type} {action}.	covered the basics adequately
We booked a last-minute deal online and the breakfast buffet was nothing special.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was nothing special
The airport transfer was dirty and poorly maintained, which really shaped our family experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	was dirty and poorly maintained
The breakfast buffet was a truly memorable experience, which really shaped our business experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was a truly memorable experience
I subscribed for the global economics coverage and the magazine was a standout piece of journalism.	Media & Publishing	4	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was a standout piece of journalism
During our stay, the check-in process met basic expectations. Might work for a short stay.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	met basic expectations
The editorial quality of the magazine offered fresh and insightful content. Read it if you have nothing else on your list.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	offered fresh and insightful content
The latest quarterly review from a major publishing house was clickbait with no real substance.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	was clickbait with no real substance
The newspaper wasted my time completely. It is overpriced for what you actually get.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	wasted my time completely
For a family trip, the pool area was a truly memorable experience.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	was a truly memorable experience
Compared to other places, the breakfast buffet here was nothing special. Might work for a short stay.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was nothing special
The customer service at a city hotel in Tokyo was beautifully organized. The whole place felt neglected.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	was beautifully organized
As a regular subscriber, I think this special report was clickbait with no real substance.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was clickbait with no real substance
The spa treatment was decent for the price, which really shaped our adventure experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	was decent for the price
I visited a city hotel in Tokyo and the customer service was beautifully organized.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
The airport transfer at a cruise ship in the Caribbean was a truly memorable experience. We had no complaints whatsoever.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	was a truly memorable experience
As a first-time buyer, I think this special report had some interesting parts but dragged.	Media & Publishing	3	neutral	As a {reader_type}, I think this {media_type} {action}.	had some interesting parts but dragged
For anyone interested in global economics, this special report was misleading and full of bias.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	was misleading and full of bias
For a family trip, the tour guide left us stranded without help.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	left us stranded without help
This weekly digest about space exploration had zero editorial quality. Not worth the subscription price.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	had zero editorial quality
The podcast transcript was forgettable but not terrible. It had a few interesting points buried in filler.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	was forgettable but not terrible
For a adventure trip, the airport transfer was decent for the price.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	was decent for the price
After a weekend at a seaside resort in Bali, I can say the flight experience was decent for the price.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	was decent for the price
For a solo trip, the pool area made the whole trip worthwhile.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	made the whole trip worthwhile
The special report had some interesting parts but dragged. Some sections were stronger than others.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	had some interesting parts but dragged
This special report about cultural history delivered exceptional storytelling. It depends on your level of interest in the topic.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	delivered exceptional storytelling
I visited a seaside resort in Bali and the customer service ruined the entire vacation.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	ruined the entire vacation
Overall the breakfast buffet was a truly memorable experience. A package deal for our anniversary and it delivered.	Travel & Vacation	5	positive	Overall the {aspect} {action}. {qualifier}.	was a truly memorable experience
We booked through a trusted travel agent and the breakfast buffet fell far below expectations.	Travel & Vacation	1	negative	We booked {qualifier} and the {aspect} {action}.	fell far below expectations
Compared to other places, the beach access here was decent for the price. Might work for a short stay.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was decent for the price
I visited a boutique hotel in Paris and the spa treatment was spotless and well-maintained.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was spotless and well-maintained
Overall the breakfast buffet met basic expectations. Whatever was available on short notice.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	met basic expectations
The anthology was the worst publication I have read. It is overpriced for what you actually get.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	was the worst publication I have read
After reading the newsletter on space exploration, I found it delivered exceptional storytelling. The illustrations and layout were top-notch.	Media & Publishing	5	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	delivered exceptional storytelling
The check-in process fell far below expectations. Management did not seem to care.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	fell far below expectations
The flight experience ruined the entire vacation, which really shaped our budget experience.	Travel & Vacation	1	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	ruined the entire vacation
The newspaper was a standout piece of journalism. It fills a gap in the market brilliantly.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	was a standout piece of journalism
The digital edition was a standout piece of journalism. It fills a gap in the market brilliantly.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	was a standout piece of journalism
For anyone interested in space exploration, this anthology was a standard read with no surprises.	Media & Publishing	3	neutral	For anyone interested in {topic}, this {media_type} {action}.	was a standard read with no surprises
After reading the magazine on cultural history, I found it delivered exceptional storytelling. The depth of analysis was remarkable.	Media & Publishing	4	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	delivered exceptional storytelling
The airport transfer was spotless and well-maintained. The photos online were misleading.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	was spotless and well-maintained
I subscribed for the cultural history coverage and the quarterly review neither impressed nor disappointed me.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	neither impressed nor disappointed me
I subscribed for the cultural history coverage and the quarterly review was the worst publication I have read.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was the worst publication I have read
As a casual reader, I think this online journal was a standout piece of journalism.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	was a standout piece of journalism
The quarterly review kept me hooked from start to finish. It changed the way I think about the subject.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	kept me hooked from start to finish
The newspaper was a standard read with no surprises. Some sections were stronger than others.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	was a standard read with no surprises
For a family trip, the pool area was acceptable but unremarkable.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	was acceptable but unremarkable
The quarterly review felt lazy and poorly researched. There was nothing in it I had not read before.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	felt lazy and poorly researched
Compared to other places, the spa treatment here made the whole trip worthwhile. Worth every penny for the experience.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	made the whole trip worthwhile
The special report was riddled with errors and typos. The price-to-value ratio is fair.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	was riddled with errors and typos
The customer service was average overall, which really shaped our romantic experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	was average overall
I visited a seaside resort in Bali and the customer service was beautifully organized.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
The tour guide was dirty and poorly maintained. The whole place felt neglected.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	was dirty and poorly maintained
Compared to other places, the check-in process here was dirty and poorly maintained. Already planning our next visit.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was dirty and poorly maintained
I visited a city hotel in Tokyo and the airport transfer was beautifully organized.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
I visited a mountain lodge in the Alps and the spa treatment was beautifully organized.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
This newsletter about space exploration covered the basics adequately. It depends on your level of interest in the topic.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	covered the basics adequately
The room service was absolutely wonderful. Every detail was thoughtfully arranged.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	was absolutely wonderful
I visited a seaside resort in Bali and the resort amenities left us stranded without help.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	left us stranded without help
For anyone interested in space exploration, this weekly digest felt lazy and poorly researched.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	felt lazy and poorly researched
Compared to other places, the check-in process here was spotless and well-maintained. Worth every penny for the experience.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was spotless and well-maintained
The newsletter was riddled with errors and typos. The price-to-value ratio is fair.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	was riddled with errors and typos
The magazine felt lazy and poorly researched. Fact-checking seemed to be an afterthought.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	felt lazy and poorly researched
After five nights at a mountain lodge in the Alps, I can say the resort amenities was average overall.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	was average overall
I visited a cruise ship in the Caribbean and the resort amenities was beautifully organized.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
The podcast transcript set a new standard for the genre. The writing was serviceable but not memorable.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	set a new standard for the genre
The pool area was a truly memorable experience. We had no complaints whatsoever.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	was a truly memorable experience
We booked a last-minute deal online and the breakfast buffet left us stranded without help.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	left us stranded without help
Compared to other places, the hotel room here fell far below expectations. I would not recommend this to anyone.	Travel & Vacation	1	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	fell far below expectations
We booked a premium package and it was worth it and the check-in process was spotless and well-maintained.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	was spotless and well-maintained
This weekly digest about health and wellness covered the basics adequately. Decent enough to skim on a lazy afternoon.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	covered the basics adequately
The latest online journal from a well-established media group was clickbait with no real substance.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	was clickbait with no real substance
The online journal provided real depth and nuance. The price-to-value ratio is excellent.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	provided real depth and nuance
The airport transfer was a truly memorable experience, which really shaped our adventure experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was a truly memorable experience
The online journal offered fresh and insightful content. The price-to-value ratio is excellent.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	offered fresh and insightful content
For a solo trip, the resort amenities was absolutely wonderful.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	was absolutely wonderful
For anyone interested in climate change, this weekly digest kept me hooked from start to finish.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	kept me hooked from start to finish
For anyone interested in cultural history, this podcast transcript wasted my time completely.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	wasted my time completely
The anthology was beautifully written and polished. It is a standout choice for newcomers and experts alike.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	was beautifully written and polished
The check-in process exceeded all my expectations. Every detail was thoughtfully arranged.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	exceeded all my expectations
As a casual reader, I think this quarterly review was clickbait with no real substance.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was clickbait with no real substance
The quarterly review set a new standard for the genre. It changed the way I think about the subject.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	set a new standard for the genre
The editorial quality of the online journal kept me hooked from start to finish. Only useful as a doorstop.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	kept me hooked from start to finish
I visited an all-inclusive in Cancun and the spa treatment met basic expectations.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	met basic expectations
I visited a seaside resort in Bali and the pool area exceeded all my expectations.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	exceeded all my expectations
I picked up anthology by a well-known columnist and it offered fresh and insightful content.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	offered fresh and insightful content
Compared to other places, the airport transfer here provided outstanding service. Fine if you manage your expectations.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	provided outstanding service
This digital edition about technology trends was a standout piece of journalism. It depends on your level of interest in the topic.	Media & Publishing	4	positive	This {media_type} about {topic} {action}. {recommendation}.	was a standout piece of journalism
I subscribed for the climate change coverage and the online journal was a standout piece of journalism.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was a standout piece of journalism
I visited a boutique hotel in Paris and the pool area provided outstanding service.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	provided outstanding service
I picked up anthology by a first-time author and it was the worst publication I have read.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	was the worst publication I have read
Compared to other places, the customer service here was spotless and well-maintained. Already planning our next visit.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was spotless and well-maintained
The latest anthology from an online-only outlet was misleading and full of bias.	Media & Publishing	1	negative	The latest {media_type} from {publisher} {action}.	was misleading and full of bias
I visited a countryside B&B in Tuscany and the spa treatment was dirty and poorly maintained.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	was dirty and poorly maintained
Overall the spa treatment was a complete disappointment. A mid-range option after comparing prices.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	was a complete disappointment
After reading the special report on climate change, I found it was a standout piece of journalism. I learned a lot from the featured interviews.	Media & Publishing	5	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was a standout piece of journalism
I picked up special report by an independent journalist and it was the worst publication I have read.	Media & Publishing	1	negative	I picked up {media_type} by {creator} and it {action}.	was the worst publication I have read
I picked up digital edition by a first-time author and it kept me hooked from start to finish.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	kept me hooked from start to finish
As a regular subscriber, I think this online journal felt lazy and poorly researched.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	felt lazy and poorly researched
The editorial quality of the anthology kept me hooked from start to finish. Worth subscribing just for this.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	kept me hooked from start to finish
I subscribed for the climate change coverage and the special report set a new standard for the genre.	Media & Publishing	4	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	set a new standard for the genre
The check-in process was spotless and well-maintained. Everything was exactly as advertised.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was spotless and well-maintained
After three days at a mountain lodge in the Alps, I can say the breakfast buffet was spotless and well-maintained.	Travel & Vacation	5	positive	After {duration} at {location}, I can say the {aspect} {action}.	was spotless and well-maintained
This weekly digest about artificial intelligence was clickbait with no real substance. Avoid unless you enjoy being frustrated.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	was clickbait with no real substance
For anyone interested in climate change, this newspaper was the worst publication I have read.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	was the worst publication I have read
For anyone interested in space exploration, this online journal wasted my time completely.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	wasted my time completely
The editorial quality of the newspaper was forgettable but not terrible. It depends on your level of interest in the topic.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	was forgettable but not terrible
I visited an all-inclusive in Cancun and the room service was the worst I have ever seen.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	was the worst I have ever seen
The newsletter had zero editorial quality. I could not get past the first chapter.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	had zero editorial quality
I picked up magazine by a well-known columnist and it was forgettable but not terrible.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	was forgettable but not terrible
The customer service was the worst I have ever seen. It was not worth the money at all.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	was the worst I have ever seen
The spa treatment at an all-inclusive in Cancun was a truly memorable experience. There were both highs and lows during our stay.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	was a truly memorable experience
The quarterly review set a new standard for the genre. The price-to-value ratio is excellent.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	set a new standard for the genre
After a full week at a seaside resort in Bali, I can say the check-in process was acceptable but unremarkable.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	was acceptable but unremarkable
After reading the newsletter on space exploration, I found it was clickbait with no real substance. The writing quality was surprisingly poor.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was clickbait with no real substance
Overall the room service was acceptable but unremarkable. Whatever was available on short notice.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was acceptable but unremarkable
During our stay, the check-in process was absolutely wonderful. There are comparable options in the area.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	was absolutely wonderful
The latest digital edition from a nonprofit newsroom covered the basics adequately.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	covered the basics adequately
I visited an all-inclusive in Cancun and the customer service was beautifully organized.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
The latest digital edition from a well-established media group was the worst publication I have read.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was the worst publication I have read
I picked up podcast transcript by an independent journalist and it provided real depth and nuance.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	provided real depth and nuance
I subscribed for the health and wellness coverage and the quarterly review was riddled with errors and typos.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was riddled with errors and typos
After reading the digital edition on global economics, I found it had zero editorial quality. There was nothing in it I had not read before.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	had zero editorial quality
The newsletter was forgettable but not terrible. It fills a gap in the market.	Media & Publishing	3	neutral	The {media_type} {action}. {qualifier}.	was forgettable but not terrible
I picked up newsletter by a team of investigators and it was misleading and full of bias.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	was misleading and full of bias
I picked up anthology by a well-known columnist and it delivered exceptional storytelling.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	delivered exceptional storytelling
During our stay, the resort amenities was nothing special. Fine if you manage your expectations.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was nothing special
As a long-time fan of the genre, I think this magazine was misleading and full of bias.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	was misleading and full of bias
I visited a boutique hotel in Paris and the resort amenities ruined the entire vacation.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	ruined the entire vacation
The editorial quality of the magazine kept me hooked from start to finish. A must-read for anyone in the field.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	kept me hooked from start to finish
The newsletter wasted my time completely. There was nothing in it I had not read before.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	wasted my time completely
As a casual reader, I think this quarterly review was misleading and full of bias.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	was misleading and full of bias
The latest weekly digest from a university publisher was beautifully written and polished.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	was beautifully written and polished
The hotel room at a cruise ship in the Caribbean provided outstanding service. We had no complaints whatsoever.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	provided outstanding service
I visited a cruise ship in the Caribbean and the spa treatment met basic expectations.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	met basic expectations
The latest quarterly review from an indie press kept me hooked from start to finish.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	kept me hooked from start to finish
The quarterly review was a standout piece of journalism. The writing quality was surprisingly poor.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	was a standout piece of journalism
Compared to other places, the customer service here left us stranded without help. Save your money and look elsewhere.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	left us stranded without help
I picked up digital edition by an independent journalist and it was riddled with errors and typos.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	was riddled with errors and typos
After a weekend at a cruise ship in the Caribbean, I can say the flight experience met basic expectations.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	met basic expectations
The airport transfer at a mountain lodge in the Alps left us stranded without help. Management did not seem to care.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	left us stranded without help
For a family trip, the resort amenities felt like a dream come true.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	felt like a dream come true
This weekly digest about technology trends set a new standard for the genre. Decent enough to skim on a lazy afternoon.	Media & Publishing	4	positive	This {media_type} about {topic} {action}. {recommendation}.	set a new standard for the genre
